Label,Protocol Type,Rate,Tot size,IAT,size_kb,rate_mbps,coef_variacion,total_flags,protocolo_principal,rango_iat
DDoS-SYN_Flood,6,171196.081633,60.0,0.000006,0.058594,0.171196,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,30433.202728,60.0,0.000033,0.058594,0.030433,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,26773.292481,60.0,0.000037,0.058594,0.026773,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,17016.122358,60.0,0.000068,0.058594,0.017016,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,5479.455491,60.0,0.000182,0.058594,0.005479,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,23930.530039,60.0,0.000042,0.058594,0.023931,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,31300.776119,60.0,0.000032,0.058594,0.031301,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,11359.904664,60.0,0.000088,0.058594,0.01136,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,45085.499301,60.0,0.000023,0.058594,0.045085,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,19604.131806,60.0,0.000051,0.058594,0.019604,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,35499.82226,60.0,0.000028,0.058594,0.0355,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,30477.430606,60.0,0.000033,0.058594,0.030477,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,42370.986968,60.0,0.000024,0.058594,0.042371,0.0,0.99,TCP,bajo
DDoS-SYN_Flood,6,42124.173948,60.0,0.000024,0.058594,0.042124,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,37229.75324,60.0,0.000027,0.058594,0.03723,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,22633.986293,60.0,0.000044,0.058594,0.022634,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,30118.512136,60.0,0.000035,0.058594,0.030119,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,28161.031288,60.0,0.000036,0.058594,0.028161,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,24078.902348,60.0,0.000042,0.058594,0.024079,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,17038.934027,60.0,0.000059,0.058594,0.017039,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,49240.478986,60.0,0.00002,0.058594,0.04924,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,43124.655562,60.0,0.000023,0.058594,0.043125,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,6296.808287,60.0,0.000159,0.058594,0.006297,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,23696.632768,60.0,0.000042,0.058594,0.023697,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,40618.865001,60.0,0.000025,0.058594,0.040619,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,28793.190087,60.0,0.000035,0.058594,0.028793,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,12444.15962,60.06,0.00008,0.058652,0.012444,0.00999,1.01,HTTPS,medio
DDoS-SYN_Flood,6,12980.237056,60.0,0.000077,0.058594,0.01298,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,47259.76338,60.0,0.000021,0.058594,0.04726,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,13240.013889,65.5,0.000076,0.063965,0.01324,0.591421,0.98,TCP,medio
DDoS-SYN_Flood,6,33057.250946,60.0,0.00003,0.058594,0.033057,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,5815.32617,60.0,0.000172,0.058594,0.005815,0.0,0.99,TCP,medio
DDoS-SYN_Flood,6,27144.084908,60.0,0.000037,0.058594,0.027144,0.0,0.99,TCP,bajo
DDoS-SYN_Flood,6,104491.878426,60.0,0.00001,0.058594,0.104492,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,39078.58008,60.0,0.000026,0.058594,0.039079,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,9402.793284,60.0,0.000106,0.058594,0.009403,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,29604.0655,60.0,0.000034,0.058594,0.029604,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,22487.154193,60.0,0.000044,0.058594,0.022487,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,42698.808918,60.0,0.000023,0.058594,0.042699,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,22163.93997,60.0,0.000045,0.058594,0.022164,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,37216.539485,60.0,0.000027,0.058594,0.037217,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,23742.23933,60.0,0.000042,0.058594,0.023742,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,27808.154876,60.0,0.000036,0.058594,0.027808,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,31075.824257,60.0,0.000032,0.058594,0.031076,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,48612.702828,60.61,0.000021,0.059189,0.048613,0.100643,0.99,DNS,bajo
DDoS-SYN_Flood,6,13180.516624,60.0,0.000076,0.058594,0.013181,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,48970.274372,60.0,0.00002,0.058594,0.04897,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,42495.481256,60.0,0.000024,0.058594,0.042495,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,59199.774171,60.0,0.000017,0.058594,0.0592,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,20986.210347,60.0,0.000048,0.058594,0.020986,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,26054.814263,60.0,0.000039,0.058594,0.026055,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,31988.28554,60.0,0.000031,0.058594,0.031988,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,37834.241386,60.0,0.000026,0.058594,0.037834,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,33898.844258,60.0,0.00003,0.058594,0.033899,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,33091.155819,60.0,0.00003,0.058594,0.033091,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,30617.592525,60.0,0.000033,0.058594,0.030618,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,29976.443682,60.0,0.000033,0.058594,0.029976,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,32145.187002,60.0,0.000032,0.058594,0.032145,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,66491.819911,60.0,0.000015,0.058594,0.066492,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,24666.572571,60.0,0.000041,0.058594,0.024667,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,3776.440823,60.0,0.000265,0.058594,0.003776,0.0,0.99,TCP,medio
DDoS-SYN_Flood,6,25420.024242,60.0,0.000039,0.058594,0.02542,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,34589.345209,60.0,0.000029,0.058594,0.034589,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,17864.065761,60.0,0.000056,0.058594,0.017864,0.0,0.99,TCP,medio
DDoS-SYN_Flood,6,21213.352215,60.0,0.000047,0.058594,0.021213,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,13650.222931,60.0,0.000073,0.058594,0.01365,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,5800.768954,60.06,0.000173,0.058652,0.005801,0.00999,1.01,HTTPS,medio
DDoS-SYN_Flood,6,38685.703745,60.0,0.000026,0.058594,0.038686,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,13305.113564,61.7,0.000075,0.060254,0.013305,0.23786,1.0,HTTP,medio
DDoS-SYN_Flood,6,44402.964218,60.0,0.000023,0.058594,0.044403,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,37385.720652,60.0,0.000027,0.058594,0.037386,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,22178.003384,60.0,0.000045,0.058594,0.022178,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,48077.762494,60.0,0.000021,0.058594,0.048078,0.0,0.99,TCP,bajo
DDoS-SYN_Flood,6,40337.603385,60.0,0.000025,0.058594,0.040338,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,37496.012873,60.0,0.000027,0.058594,0.037496,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,22012.721738,60.0,0.000045,0.058594,0.022013,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,35499.82226,60.0,0.000028,0.058594,0.0355,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,10207.106006,60.0,0.000098,0.058594,0.010207,0.0,0.99,TCP,medio
DDoS-SYN_Flood,6,7413.443626,60.0,0.000137,0.058594,0.007413,0.0,0.99,TCP,medio
DDoS-SYN_Flood,6,44034.687664,60.0,0.000023,0.058594,0.044035,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,22563.365431,60.0,0.000045,0.058594,0.022563,0.0,0.99,TCP,medio
DDoS-SYN_Flood,6,28215.9704,60.0,0.000035,0.058594,0.028216,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,42716.203279,60.0,0.000023,0.058594,0.042716,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,14682.339763,60.0,0.000068,0.058594,0.014682,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,25132.146923,60.0,0.00004,0.058594,0.025132,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,20234.967194,60.0,0.000049,0.058594,0.020235,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,34447.306176,60.0,0.000029,0.058594,0.034447,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,6528.302827,68.69,0.000153,0.06708,0.006528,1.208737,1.02,HTTPS,medio
DDoS-SYN_Flood,6,33388.823436,60.0,0.00003,0.058594,0.033389,0.0,0.99,TCP,bajo
DDoS-SYN_Flood,6,26759.627408,60.0,0.000037,0.058594,0.02676,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,15805.494216,67.01,0.000063,0.065439,0.015805,0.954138,1.01,HTTPS,medio
DDoS-SYN_Flood,6,19353.5622,60.63,0.000052,0.059209,0.019354,0.103909,1.01,TCP,medio
DDoS-SYN_Flood,6,28391.687538,60.0,0.000035,0.058594,0.028392,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,26490.898756,60.0,0.000038,0.058594,0.026491,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,36673.113579,60.0,0.000027,0.058594,0.036673,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,5690.278117,60.0,0.000176,0.058594,0.00569,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,49507.837583,60.0,0.00002,0.058594,0.049508,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,26455.809259,60.32,0.000038,0.058906,0.026456,0.05305,0.99,DNS,bajo
DDoS-SYN_Flood,6,25195.554755,60.0,0.00004,0.058594,0.025196,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,25879.582896,61.17,0.000039,0.059736,0.02588,0.19127,0.99,DNS,bajo
DDoS-SYN_Flood,6,21584.520379,60.0,0.000046,0.058594,0.021585,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,22451.043785,60.0,0.000045,0.058594,0.022451,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,23724.780813,60.0,0.000042,0.058594,0.023725,0.0,0.99,TCP,medio
DDoS-SYN_Flood,6,34222.454308,60.0,0.000029,0.058594,0.034222,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,41084.376531,60.0,0.000024,0.058594,0.041084,0.0,0.99,TCP,bajo
DDoS-SYN_Flood,6,34003.275233,60.0,0.000029,0.058594,0.034003,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,33827.760303,60.0,0.00003,0.058594,0.033828,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,18331.748252,60.0,0.000058,0.058594,0.018332,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,44016.203169,60.0,0.000023,0.058594,0.044016,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,53247.480005,60.0,0.000019,0.058594,0.053247,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,46448.54928,60.0,0.000022,0.058594,0.046449,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,30375.89803,60.0,0.000033,0.058594,0.030376,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,10120.413088,60.0,0.000099,0.058594,0.01012,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,46315.194346,60.0,0.000022,0.058594,0.046315,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,10258.533483,60.0,0.0001,0.058594,0.010259,0.0,0.99,TCP,medio
DDoS-SYN_Flood,6,41286.583325,60.0,0.000024,0.058594,0.041287,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,10300.859571,60.0,0.000097,0.058594,0.010301,0.0,0.99,TCP,medio
DDoS-SYN_Flood,6,300236.5068,60.0,0.000003,0.058594,0.300237,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,42860.249336,60.0,0.000023,0.058594,0.04286,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,18913.708514,60.0,0.000053,0.058594,0.018914,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,39999.084494,60.0,0.000025,0.058594,0.039999,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,44863.664563,60.0,0.000022,0.058594,0.044864,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,50969.789768,60.0,0.00002,0.058594,0.05097,0.0,1.01,TCP,bajo
DDoS-SYN_Flood,6,18359.030027,60.0,0.000054,0.058594,0.018359,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,17574.390346,60.0,0.000072,0.058594,0.017574,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,96243.781551,60.0,0.00001,0.058594,0.096244,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,34830.626142,60.0,0.000029,0.058594,0.034831,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,42001.84258,60.0,0.000024,0.058594,0.042002,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,26247.209011,60.1,0.000038,0.058691,0.026247,0.016639,0.99,DNS,bajo
DDoS-SYN_Flood,6,9655.395948,60.0,0.000104,0.058594,0.009655,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,46402.30114,60.0,0.000022,0.058594,0.046402,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,33125.130311,60.0,0.00003,0.058594,0.033125,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,44384.169312,60.0,0.000023,0.058594,0.044384,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,34853.780954,60.0,0.000029,0.058594,0.034854,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,24564.005857,60.0,0.000041,0.058594,0.024564,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,23758.377705,60.0,0.000042,0.058594,0.023758,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,30610.888921,60.0,0.000033,0.058594,0.030611,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,13394.341189,60.0,0.00008,0.058594,0.013394,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,14539.32335,60.0,0.000069,0.058594,0.014539,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,19142.458126,60.0,0.000052,0.058594,0.019142,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,26301.523798,60.0,0.000042,0.058594,0.026302,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,18663.747608,60.0,0.000054,0.058594,0.018664,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,5930.524292,60.0,0.000169,0.058594,0.005931,0.0,0.97,TCP,medio
DDoS-SYN_Flood,6,30544.013982,60.0,0.000033,0.058594,0.030544,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,25438.524988,61.7,0.000039,0.060254,0.025439,0.275527,0.99,TCP,bajo
DDoS-SYN_Flood,6,26623.740003,60.0,0.000038,0.058594,0.026624,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,6207.713939,60.0,0.000161,0.058594,0.006208,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,36061.422062,60.0,0.000028,0.058594,0.036061,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,20321.24031,60.0,0.000049,0.058594,0.020321,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,47619.255223,60.0,0.000021,0.058594,0.047619,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,15053.310842,60.0,0.000066,0.058594,0.015053,0.0,0.99,TCP,medio
DDoS-SYN_Flood,6,16695.076225,60.67,0.000065,0.059248,0.016695,0.110433,1.01,HTTPS,medio
DDoS-SYN_Flood,6,2594.232982,63.22,0.000385,0.061738,0.002594,0.499836,1.01,HTTPS,medio
DDoS-SYN_Flood,6,6507.034038,62.09,0.000154,0.060635,0.006507,0.307226,0.98,DNS,medio
DDoS-SYN_Flood,6,34292.404546,60.0,0.000029,0.058594,0.034292,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,18365.461074,60.39,0.000054,0.058975,0.018365,0.047242,0.99,HTTP,medio
DDoS-SYN_Flood,6,39587.579047,60.0,0.000025,0.058594,0.039588,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,10121.389961,60.53,0.000099,0.059111,0.010121,0.08756,1.01,HTTPS,medio
DDoS-SYN_Flood,6,134605.391528,60.0,0.000008,0.058594,0.134605,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,5073.795756,62.62,0.000197,0.061152,0.005074,0.315261,0.99,HTTPS,medio
DDoS-SYN_Flood,6,15344.640375,66.93,0.000065,0.065361,0.015345,0.699349,0.98,HTTP,medio
DDoS-SYN_Flood,6,24643.384254,60.0,0.000041,0.058594,0.024643,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,75355.80309,60.0,0.000013,0.058594,0.075356,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,19470.355584,60.0,0.000052,0.058594,0.01947,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,8929.370689,60.0,0.000112,0.058594,0.008929,0.0,0.98,TCP,medio
DDoS-SYN_Flood,6,4236.542327,60.0,0.000238,0.058594,0.004237,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,14819.291241,60.0,0.000068,0.058594,0.014819,0.0,0.99,TCP,medio
DDoS-SYN_Flood,6,28145.9133,60.0,0.000036,0.058594,0.028146,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,38402.343893,60.0,0.000026,0.058594,0.038402,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,17452.269796,60.0,0.000057,0.058594,0.017452,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,36402.568998,60.0,0.000027,0.058594,0.036403,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,47016.074431,60.0,0.000021,0.058594,0.047016,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,26933.17922,60.0,0.000043,0.058594,0.026933,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,37847.897491,62.12,0.000026,0.060664,0.037848,0.281228,0.98,DNS,bajo
DDoS-SYN_Flood,6,20943.246617,60.0,0.000048,0.058594,0.020943,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,56088.579834,60.0,0.000018,0.058594,0.056089,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,32042.047364,60.0,0.000031,0.058594,0.032042,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,33659.449482,60.61,0.00003,0.059189,0.033659,0.100643,0.99,DNS,bajo
DDoS-SYN_Flood,6,30666.842144,60.0,0.000033,0.058594,0.030667,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,31927.411129,60.0,0.000031,0.058594,0.031927,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,30901.819789,60.0,0.000032,0.058594,0.030902,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,39431.268215,60.06,0.000025,0.058652,0.039431,0.00999,1.0,HTTP,bajo
DDoS-SYN_Flood,6,38699.981546,60.0,0.000026,0.058594,0.0387,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,46577.501388,60.0,0.000021,0.058594,0.046578,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,53883.658787,60.0,0.000019,0.058594,0.053884,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,25739.822031,60.0,0.000039,0.058594,0.02574,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,14296.001909,60.0,0.00007,0.058594,0.014296,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,3649.918636,60.0,0.000274,0.058594,0.00365,0.0,1.01,TCP,medio
DDoS-SYN_Flood,6,7605.12774,61.7,0.000132,0.060254,0.007605,0.275527,0.98,TCP,medio
DDoS-SYN_Flood,6,52461.588493,60.38,0.000019,0.058965,0.052462,0.062935,0.99,TCP,bajo
DDoS-SYN_Flood,6,35575.09754,60.0,0.000028,0.058594,0.035575,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,42698.808918,61.58,0.000023,0.060137,0.042699,0.256577,0.99,TCP,bajo
DDoS-SYN_Flood,6,45894.561768,60.0,0.000022,0.058594,0.045895,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,10072.534281,62.9,0.000099,0.061426,0.010073,0.311971,1.0,HTTPS,medio
DDoS-SYN_Flood,6,47393.265537,60.0,0.000043,0.058594,0.047393,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,9417.994836,60.0,0.000106,0.058594,0.009418,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,101213.899614,60.0,0.00001,0.058594,0.101214,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,15513.774227,60.0,0.000064,0.058594,0.015514,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,22738.284723,62.39,0.000044,0.060928,0.022738,0.383074,0.99,TCP,medio
DDoS-SYN_Flood,6,20588.572551,62.81,0.000049,0.061338,0.020589,0.447381,0.99,DNS,medio
DDoS-SYN_Flood,6,13161.491151,60.26,0.000076,0.058848,0.013161,0.043146,0.98,DNS,medio
DDoS-SYN_Flood,6,49067.664951,62.08,0.00002,0.060625,0.049068,0.325433,1.01,HTTP,bajo
DDoS-SYN_Flood,6,19372.333841,60.0,0.000052,0.058594,0.019372,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,10056.353697,60.0,0.000099,0.058594,0.010056,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,18673.718891,60.06,0.000054,0.058652,0.018674,0.00999,1.01,HTTPS,medio
DDoS-SYN_Flood,6,24771.46232,60.0,0.00004,0.058594,0.024771,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,15349.694419,60.0,0.000065,0.058594,0.01535,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,34830.626142,60.0,0.000029,0.058594,0.034831,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,13333.452014,60.0,0.000075,0.058594,0.013333,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,24003.113197,60.0,0.000054,0.058594,0.024003,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,13596.239748,60.18,0.000074,0.05877,0.013596,0.02991,1.0,HTTPS,medio
DDoS-SYN_Flood,6,26757.920255,60.0,0.000037,0.058594,0.026758,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,4217.118612,75.98,0.000237,0.074199,0.004217,1.230076,0.95,HTTP,medio
DDoS-SYN_Flood,6,24821.304296,60.0,0.00004,0.058594,0.024821,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,30255.384837,60.12,0.000033,0.058711,0.030255,0.014042,1.01,HTTPS,bajo
DDoS-SYN_Flood,6,104491.878426,60.0,0.00001,0.058594,0.104492,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,24066.467753,60.0,0.000042,0.058594,0.024066,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,8007.606102,60.0,0.000125,0.058594,0.008008,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,33036.42092,60.0,0.00003,0.058594,0.033036,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,30702.759681,60.12,0.000033,0.058711,0.030703,0.014042,1.01,HTTP,bajo
DDoS-SYN_Flood,6,27980.680454,60.0,0.000036,0.058594,0.027981,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,4864.314708,60.76,0.000206,0.059336,0.004864,0.074678,0.95,DNS,medio
DDoS-SYN_Flood,6,12600.805143,60.0,0.000079,0.058594,0.012601,0.0,0.99,TCP,medio
DDoS-SYN_Flood,6,6108.802796,60.23,0.000166,0.058818,0.006109,0.038187,0.99,DNS,medio
DDoS-SYN_Flood,6,8936.600332,60.0,0.000112,0.058594,0.008937,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,9920.772033,60.0,0.000101,0.058594,0.009921,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,21141.710772,60.14,0.000047,0.05873,0.021142,0.023279,1.01,HTTP,medio
DDoS-SYN_Flood,6,31240.160882,60.0,0.000032,0.058594,0.03124,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,16313.266695,60.0,0.000061,0.058594,0.016313,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,2832.879007,60.0,0.000353,0.058594,0.002833,0.0,0.97,TCP,medio
DDoS-SYN_Flood,6,27159.904164,60.0,0.000037,0.058594,0.02716,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,41630.808933,60.0,0.000024,0.058594,0.041631,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,33659.449482,60.0,0.00003,0.058594,0.033659,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,18545.737531,60.0,0.000054,0.058594,0.018546,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,17373.473614,60.0,0.000058,0.058594,0.017373,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,43177.928763,60.0,0.000023,0.058594,0.043178,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,31557.474983,60.0,0.000032,0.058594,0.031557,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,41750.985467,60.0,0.000025,0.058594,0.041751,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,24796.358262,60.0,0.00004,0.058594,0.024796,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,30194.399251,60.0,0.000033,0.058594,0.030194,0.0,1.0,TCP,bajo
DDoS-SYN_Flood,6,19580.337052,60.0,0.000054,0.058594,0.01958,0.0,0.99,TCP,medio
DDoS-SYN_Flood,6,16369.293213,60.0,0.000061,0.058594,0.016369,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,16079.987732,60.0,0.000062,0.058594,0.01608,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,5588.158333,60.06,0.000179,0.058652,0.005588,0.00999,0.99,HTTP,medio
DDoS-SYN_Flood,6,20605.767625,60.0,0.000049,0.058594,0.020606,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,18839.796973,60.06,0.000054,0.058652,0.01884,0.00999,0.99,HTTPS,medio
DDoS-SYN_Flood,6,13519.110395,60.0,0.000074,0.058594,0.013519,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,21886.370278,60.0,0.000046,0.058594,0.021886,0.0,1.0,TCP,medio
DDoS-SYN_Flood,6,41339.48354,60.0,0.000024,0.058594,0.041339,0.0,1.0,TCP,bajo
